DATE;WEEKDAY;HOUR_OF_THE_DAY;BLOCK_ID_COUNT;TOTAL_OCCUPIED_RATIO
24/07/12;1;00:00:00;46;0.2325748011793763
24/07/12;1;01:00:00;46;0.05507058155408642
24/07/12;1;02:00:00;46;0.2897620432199286
24/07/12;1;03:00:00;46;0.2867247078420399
24/07/12;1;04:00:00;46;0.08007037134186844
24/07/12;1;05:00:00;46;0.30841953057573757
24/07/12;1;06:00:00;46;0.6273896757872873
24/07/12;1;07:00:00;46;0.7021372334568906
24/07/12;1;08:00:00;46;0.4706505102290537
24/07/12;1;09:00:00;46;0.7419465776104044
24/07/12;1;10:00:00;46;0.6677144982126442
24/07/12;1;11:00:00;46;0.7745811446901906
24/07/12;1;12:00:00;46;0.4865165007115357
24/07/12;1;13:00:00;46;0.39570344546842634
24/07/12;1;14:00:00;46;0.5516720219355525
24/07/12;1;15:00:00;46;0.3625463905214872
24/07/12;1;16:00:00;46;0.891960703286107
24/07/12;1;17:00:00;46;0.5461889368262532
24/07/12;1;18:00:00;46;0.7676927511032122
24/07/12;1;19:00:00;46;0.3782117939745142
24/07/12;1;20:00:00;46;0.722752608544196
24/07/12;1;21:00:00;46;0.28394051414114707
24/07/12;1;22:00:00;46;0.2205747146873166
24/07/12;1;23:00:00;46;0.18620709956923057
25/07/12;2;00:00:00;46;0.5868524454493316
25/07/12;2;01:00:00;46;0.5340973272576037
25/07/12;2;02:00:00;46;0
25/07/12;2;03:00:00;46;0.040009212442645936
25/07/12;2;04:00:00;46;0.024042554552449857
25/07/12;2;05:00:00;46;0.3551157162169277
25/07/12;2;06:00:00;46;0.3853955614973901
25/07/12;2;07:00:00;46;0.35987986796479554
25/07/12;2;08:00:00;46;0.4881190901250271
25/07/12;2;09:00:00;46;0.4211513989155713
25/07/12;2;10:00:00;46;0.37949919958957357
25/07/12;2;11:00:00;46;0.6772166442571184
25/07/12;2;12:00:00;46;0.6033090810170438
25/07/12;2;13:00:00;46;0.7031637943571455
25/07/12;2;14:00:00;46;0.7113674966025968
25/07/12;2;15:00:00;46;1
25/07/12;2;16:00:00;46;0.6318476755002002
25/07/12;2;17:00:00;46;0.5137021398435406
25/07/12;2;18:00:00;46;0.8910340373512914
25/07/12;2;19:00:00;46;0.6827750307166418
25/07/12;2;20:00:00;46;1
25/07/12;2;21:00:00;46;1
25/07/12;2;22:00:00;46;0.46173402142153214
25/07/12;2;23:00:00;46;0.7399226456639281
26/07/12;3;00:00:00;46;0.5806211341359818
26/07/12;3;01:00:00;46;0.1469805230352687
26/07/12;3;02:00:00;46;0.0720737838249194
26/07/12;3;03:00:00;46;0.08775391613440729
26/07/12;3;04:00:00;46;0.3820667384589975
26/07/12;3;05:00:00;46;0.026505553733864276
26/07/12;3;06:00:00;46;0.2790094288516692
26/07/12;3;07:00:00;46;0.27399904692922095
26/07/12;3;08:00:00;46;0.851250293672734
26/07/12;3;09:00:00;46;0.26147801708178864
26/07/12;3;10:00:00;46;0.3042919893344239
26/07/12;3;11:00:00;46;0.680318168003241
26/07/12;3;12:00:00;46;0.814708829880469
26/07/12;3;13:00:00;46;0.3943775273380569
26/07/12;3;14:00:00;46;0.37150735672084845
26/07/12;3;15:00:00;46;0.6512848318718075
26/07/12;3;16:00:00;46;0.8932693245116309
26/07/12;3;17:00:00;46;0.448532132344671
26/07/12;3;18:00:00;46;0.9525714919235918
26/07/12;3;19:00:00;46;0.783117729004233
26/07/12;3;20:00:00;46;0.9717436488947797
